,labels,data
10,N/A,"incredible network, digital platform service offer clients company bought major firm since performing major ""make-over"" experienced 17%, 20% 22% growth last 3 years target 25%. company start twist. interest financial markets politics  you. exciting   bespoke technology leader financial services industry. company provides end end platform financial services clients, encompasses digital, technological consultative solutions. engineer, design operate bespoke technological solution variety clients enable streamlining specific financial processes, maximisation efficiency reduction risk cost. currently  intelligent, driven articulate recent graduates top university UK preferably 1 years’  tech sales market and/or background financial services industry  sales !   sounds like one could perfect for, please get touch now!"
11,N/A,"currently partnered online security platform,  onboard  Python engineer tech . play leading  supporting platform well developing solutions. also tasked improving redesigning current architecture, ensuring platform keep up-to-date rising demand.  currently remote potential Hybrid  - 2/3  week London office. youâ€™ doing: hands-on lead design support platforms infrastructure Work cross functional teams, providing solid data functions, logging alerting Build, develop optimize code Play key part ensuring security platform maintained need: Strong Python    Docker environments (Kubernetes whould bonus)  microservice based development  API development & RESTful principles  CI/CD building pipelines"
12,N/A," talented Team leader  growing  build world class DAZN support centre . key focus  manage 5-6 support specialists quality  produced. hands-on  chosen candidate expected step point escalation technical issues. Global Live Operations going significant change successful candidate need extensive knowledge managing technical support desk. We’re dynamic, evolving ‘live’ environment things hectic times rewarding feeling reins transmitting seamless major sporting events across globe! proud vibrant  helm Global Live operations arm . So, you’re also bit chameleon enjoys adapting changing  needs, cultures, conditions  responsibilities, could  you! Due live sports schedule, shift-based   hours flexible including nights, weekends, national public holidays. "
13,N/A,"currently exciting  Building Services Engineer  growing   projects UK across Europe.Joining us full time, permanent basis receive competitive salary £24,000 - £34,000 per annum depending  plus excellent "
14,N/A,growing Technology Design  plays key  ensuring OS cutting edge geospatial capability  people  them. mission  across  provide customer centric design technology services. Join us you’  make impact. empower projects deliver real-world 
15,N/A,"Glue Operator/Minder Flitwick 00 p/h + 25 Days Hols + Pension Mon – Wed 6am – 3.30pm Thurs 6am – 3pm  highly skilled folder glue minder  expanding company become part future. design manufacture innovative food packaging solutions UK, exporting 60 countries worldwide. Glue Operator/Minder –  essential person applying skilled food packaging industry able carry out; Full make ready straight line, crash lock, complex designs cartons. Troubleshooting folding gluing issues; Compliance BRC. Running highspeed meet production schedules minimum waste. Maintain high levels Health & Safety times. In-depth knowledge gluing/folding styles using folding boxboard food packaging industry. Previous  operating following machinery would distinct advantage: Jagenberg 70 Jagenberg 105 Bobst Media Omega Duran 110 Diana Sprint 105 Glue Operator/Minder – person Ability to: meet physical demands post frequent lifting light moderately heavy items;  pressure whilst  continual improvements; act initiative adapt quickly change; understand carry instructions. Must able to:  well within small  good listening communication ; Highly reliable person honesty integrity. would like know , then, please email up-to-date CV, along required rate"
16,N/A,"Hiring Technical Lead Java _London_UK__ Fixed Term Contract · top 3 required technical ? --: Java 8, Spring MVC, Rest API, Oracle, IBM MQ/Rabit MQ able participate design discussion, review help  technical issues · couple desired/nice ?-- PCF, Cloud native principles, Jenkins, automation, Angular JS,   ISO20022 plus · soft  would like see candidate? --Good communication, adaptive, good aptitude. · anything would automatically disqualify candidate? --Disruptive behaviours much hand-holding needed"
17,N/A,"Overview   exists support day-to-day running university’s Research based computing platforms services delivered high standard accordance defined service level agreements. includes proactive management maintenance aspects university’s Research platform & services; adoption  Research services cloud; bringing production responding operational incidents service requests.  also includes continual service improvement ensuring university appropriate available Research Platforms services support ongoing needs. travel required meetings training King’s College London, predominately King’s Service Centre, Cornwall, university campuses London. Accountabilities Key responsibilities: Responsible successful delivery Research Platform services within Service Management framework line agreed college standards Service Levels. Responsible managing resolution incidents service requests Research Platform services. Responsible supporting delivery technological change across Research Platform services. Responsible supporting security, resilience, backup, monitoring Research Platform services. Represent Research Platform services Change Advisory Board meetings, daily weekly Service Review meetings. Responsible fostering practice collaboration continuous improvement within Research Platform . Responsible identifying undertaking Service Improvements. Responsible identifying opportunities reduce environmental impact implementing improvements. Responsible  closely teams within provide excellent Service. Responsible contributing proposed solutions ensure fit purpose provide optimal value money. Responsible adoption service  solutions ensuring operational suitability. Responsible responding customer improvement activity. Key objectives: deliver Research Platform services line agreed service levels. ensure Research Platform services maintained correct architectural technical best practice specifications. stakeholder determining whether  release, affecting service production, ready promotion. Contribute delivery updates solutions Research Platform environment. Possess detailed understanding King’s College London’s Research Platform services associated infrastructure. operate line College Operating Model Values promote within Research Platform Services Team. contribute Research Platform Services service/product roadmap. assist Research Platform Services manager prioritise product backlog  releases customers. drive operational excellence across Research Platform Services. Communication & networking: Develop maintain collaborative inclusive relationships peers, key College stakeholders, management, colleagues. Develop maintain good morale within Research Platform Services Team. Utilise effective communication  ensure opportunities service improvement, issues impediments success clearly understood Research Platforms Services Manager. Decision making, planning & problem solving: develop continually improve college Research Platform services. deliver statistical information Research Platform services leading improved services. Ensure root cause Research Platform services P1, P2 escalated incidents obtained services support actively seek eliminate root causes practice continuous improvement. Identify aid implementation service improvements Research Platform services optimise costs, resources service delivered. Architectural service delivery: Adhere best practice Service Management Architectural framework (ITIL) Ensure user  satisfaction forefront activities. Drive customer satisfaction 90% ensure SLA attainment consistently minimum requirements Research Platform services. Keep abreast changing trends market developments current future technologies. Identify  Research Platform service technologies provide benefit College. Please Note: Key   required (E) – Essential (D) – Desirable  supporting, maintaining developing Windows & Linux OS environments & applications (i.e. WAMP/LAMP) (E)  Compute & Storage technologies, including VMware virtualisation & Veeam availability suite (E)  supporting, maintaining developing Cloud & Virtualisation services (E) Demonstrated  deployment, configuration support Microsoft Azure based IaaS/PaaS environments (E)  supporting 3rd party applications (Research focused) maintaining appropriate lifecycle management (E) Excellent troubleshooting  knowledge problem resolution methodologies (E)   ITIL based Service processes functions including Service Desk Service Process Managers (E) Proven ability write technical documentation (Runbooks, Guides) (E)  Microsoft Active Directory Domain Services associated components DFS, Group Policy & DNS (E) Strong  knowledge Converged systems including blade servers & chassis, Falconstor, SAN technologies & network switches (E)   enterprise scale applications, infrastructure, software (E) Willingness update professional knowledge commitment continuous improvement (E) Ability identify manage priorities (E) Excellent written oral communication  (E) Excellent relationship interpersonal  (E) Demonstrated flexibility positive attitude towards support technical services fast-paced environment inherent risks several stakeholders differing views success (E)  migrating existing premises services Microsoft Azure environment (D)  supporting University faculties & schools aspects support (D) Microsoft Certified Azure Administrator Associate (D) Microsoft MCSA: Microsoft Server 2016 (D) ITIL qualification (Foundation Minimum) (D) Education degree standard and/or equivalent qualifications/ (D) Knowledge Security protocols, processes, policies, standards (D)  managing small projects (D)  operational planning execution (D)  knowledge supporting technical solutions complex, multi-stakeholder environment (D) Good knowledge industry technical standards (D)   Agile environment deliver service improvement (D) Good knowledge PowerShell scripting, JSON ARM templating. (D) Knowledge  SQL query-based languages (D)"
18,N/A,"New Company exciting   award-winning organisation, located Glasgow. organisation  contract Integration Developer  system implementation .  initially remote rate £400 per day (outside IR35).   integration developer part system implementation  responsible system implementations required support  platform introduced across company. responsible technical development integrations including legacy  systems, applications, website/mobile app services. Need Succeed experienced integration developer ability write technical integration specifications carry development testing. Desired / includes: Microsoft Azure Data Integration Components Azure Service Bus Azure Function REST Microservices (NodeJS/C#) Azure API Manager Azure Logic Apps familiar Event-Driven Microservice based integration patterns   delivery system integration part major  change project  authoring detailed system designs interface specifications   third party software solution providers integrating legacy  systems, applications data warehouses   collaboration testing teams providing support defect triage fixing Get Return Good day rate outside IR35.  remote first months. give  help shape change organisation continues digital journey. Need interested , click 'apply now' forward up-to-date copy CV, call us now. job quite right   position, please contact us confidential discussion career. #3876546"
19,N/A,"SQL Developer Glasgow Barclays SQL Developer,  contribute development maintenance suite micro-services. Wealth API suite micro-services interact variety internal data sources external systems provide RESTful interfaces consumers. chance  exciting cutting edge technology part highly professional . Barclays one world's largest respected financial institutions, 329 years success, quality innovation behind us. offer careers provide endless  – helping millions individuals businesses thrive, creating financial digital solutions world takes granted. doing? active participant Wealth API scrum  Developing delivering user stories within Wealth API backlog, fulfil  technical requirements  contribute towards central API forums Supporting mentoring  colleagues Partaking aspects iterative Agile development lifecycle Developing maintaining strong relationships Application Support teams ensure effective delivery projects production environment We’re Looking Excellent technology : Java, XML, Linux, Databases, Web services, REST Self-driven, proactive demonstrates initiative strong problem solving abilities Good communication   enterprise software development tools Source Control, TDD Build Tools e.g. Maven Skills Help  NoSQL Database , MongoDB Cloud Development, particularly AWS Cybersecurity cryptography knowledge  deployment tools, particularly Chef  We’ve Scotland 250 years, significance never important today. find Tay House nestled fantastic central city location, short walk Central Charing Cross train stations, far Sauchiehall Street Argyll Street, two city’s main shopping hubs. We’re committed giving everyone  thrive Barclays, investing people, communities, facilities – highlighted  state-of-the-art campus opening soon city centre. 90277824"
20,N/A,"Offerte di lavoro per insegnanti Perugia: Lingua italiana. Specializzazioni: Generale. Età del pubblico target: Non specificato (1-100). I’m Shiho Japan currently based UK now. I’m completely beginner Italian language. want go Italy pandemic ,and want speak local Italian people. Hope hear soon. Responsabilità Rappresentare una fonte di conoscenza per lo studente condividendo materiali utili che lo aiutino cavarsela. Adattare piani di studio per rispondere alle esigenze dello studente. Adattare piani di studio base alle esigenze dello studente. Requisiti Conoscenze avanzate di informatica. Saper lavorare con persone di diverse nazionalità. Saper facilitare la discussione, individuare le sfide per lo studente e trarre conclusioni significative. Offriamo Orario flessibile. Insegnanti da tutto il mondo con esperienza. Team creativo e internazionale. Stipendio base alle ore effettive di lavoro."
21,N/A,"Description want  world’s largest Cloud Computing Infrastructure? perfect job you! Amazon offers exciting, dynamic challenging environment encouraging creativity personal development maintaining computing environments secure, scalable, cost-effective manner. mid 2013, Amazon Web Services S3 web service accepted 2 trillionth object service regularly peaking 1.1 million requests per second. keep demand disk network capacity, continue expand Data Centers every region. requires talented people build & manage. hope you! Amazon seeking bright, motivated, hardworking individual fill Logistics Specialist position within  data center site. ideal candidate possess strong  ethic, attention detail, ability meet deadlines, commitment Operational Excellence.  active require manual handling, also analysing data, presenting information leadership attending multi departmental meetings build maintain efficent site. seeking experienced, motivated, self-starting individual   Logistics Site Lead.  viewed one key components  direct impact operations future. expected follow best practices daily management company’s parts flow activities including forecasting, management inventory. responsible coordinating activities including handling materials, equipment, supplies support Operations , strong background inventory distribution equipment etc. Basic Qualifications Commutable Thames Valley region Experienced detailed inventory control Inventory Management Systems. Demonstrated success managing inventory, including auditing, forecasting planning Effective listening, communication (verbal written) Strong leadership motivation Problem-solving analytical ability Strong multi-tasking  Ability identify issues, develop solutions & drive results. Excellent written verbal communication . High attention detail, follow-up, multi-tasking conflict resolution.  collecting data reporting key performance metrics. Proficiency Microsoft Office Preferred Qualifications  Lean Operational Practices plus.  Analytics least 5 years’  comparable  Advanced Excel Spreadsheet Capability Clean Driving License preferred travel sites. Company - Amazon Data Services UK Ltd Job ID: A1379434"
22,N/A,"£700 per day (Inside IR35 - Umbrella) Remote / South London client instantly recognisable brand, urgently  hire highly technical, talented analytical Qlik Insight Developer strong Qlik Sense, SQL SAS, AWS   critical time ’ Agile Transformation.  perform Data Analysis Engineering tasks support delivery Insight / Visualisations core Data Analytics Platform, using strategic Insight toolsets. Key Requirements Highly proficient & experienced delivery using: Data Visualisation e.g. Qlik Sense, Tableau etc. Data Querying Languages / Tooling e.g. using SQL, SAS, R etc. Highly proficient & experienced Data Driven Optimisations interpretation & visualisation outputted data e.g. Adobe Tools AWS cloud storage computing platform (especially S3, Athena, Redshift, Glacier, EMR, EC2, RDS) Experienced Testing Digital Data Tagging Nice Previous Insurance / InsurTech industry  DevOps / DataOps Agile environment Familiarity Jira Confluence Ability write modular/ reusable SQL SAS scripts Ability interpret complex relational non-relational Data Schemas Immediate availability interested, please send latest CV ASAP. #3885192"
23,N/A,"TECHNICAL LEAD Technical Development Lead, responsible design development micro-services based integration components services.  fast-paced start-up environment must expertise following cutting edge technologies: Spring Boot, Java, Redis, Drools, Kubernetes, various AWS services build micro-services cloud architecture Requirements  web development cloud technologies  building resilient applications based Java 8, Spring boot, rest, soap services etc. Proficient spring microservice architecture using spring gateway Netflix stack components like zuul, eureka, ribbon, hystrix, etc. Exposure AWS Services/concepts like – ecs, ecr, api gateway, security groups, autoscale, cloud formation, etc. Previous  Full Stack Developer Expertise DevOps tools frameworks like Jenkins, bamboo, CI/CD Pipeline, ansible, chef, containers, etc.  SQL NoSQL database systems like Postgres, mongo Dynamo dB   start-up desirable BSc/BA computer science, engineering, relevant field; MSc/MA preferred Desired Behaviours want  fast-paced start-up . Outstanding communication  required - primarily ability communicate ideas Excellent operational organisation   player, willing part collaborate part wider  High level initiative, self-starter, happy status quo Responsibilities Design deliver  components using agile development practices Work closely product engineering  Lead delivery components inception postproduction support part technical leadership  help create technology road map Keep date  technologies Build solutions cloud microservice compliant scalability, stability, security. proactive Apexx APEXX dynamic fintech scale-up founded 2016 goal creating cutting edge payment technology. vision payment industry's merchant centric provider. platform merchant connect via simple API connection world's payment ecosystem, increasing conversion lower cost satisfying entire payments needs. excel bringing transparency, efficiency competition payments market.  incredibly committed enthusiastic building - top class payments solutions valuable . infectious creates wonderful office atmosphere. supportive, relaxed yet high performing high trust culture. "
24,N/A,"Mechanical/Electrical Engineer Enfield : £31,000-£33,000 per annum Company established client experienced  mechanical engineers  experienced Mechanical/Electrical Engineer. : Full-time, Permanent  /Responsibilities Main duties attend site, checking testing Electric Motors, AHU units, Pumps Rotating Equipment. responsible carrying repairs onsite, e.g., mechanical seal changes pumps, bearing changes AHU units removing installing equipment. Assisting  required Dismantling Repairing rotating equipment Reconditioning Electric Motors, Fans AHU units. Gearbox mechanical equipment services, repairs Essential Skills & Requirements Must hold full UK driving license Must minimum 5 years industry . successful candidate can-do approach keen prove capable engineer. Good technical knowledge confidence fault find test equipment essential . expected attend breakdowns reactive  well carrying routine checks motors pumps. position would suit energetic Engineer  job security within well thought highly regarded company. Important Information: endeavour process personal data fair transparent manner. applying , Additional Resources acting best interest may contact relation , either email, phone text message. information see Privacy Policy website. important aware individual rights provisions company put place protect data. would like information policy GDPR please contact us. Additional Resources Employment Business Employment Agency defined within Conduct Employment Agencies & Employment Businesses Regulations 2003."
25,N/A,"Job Advert BP Security Engineering  solving security challenges extensive scale.  Security Engineers ready address security issues across one largest Integrated Energy Companies world. portfolio covers life cycle critical data products, bringing together data producers consumers industrial scale operations data ingestion, processing, storage publishing, sophisticated analytics, visualisation, data science data discovery platforms. enjoy analysing, engineering, architecting system services, custom services, COTS products, operating systems, networks, infrastructure applications. Investigating security issues  threat scenarios, position provides   alongside outstanding talent solving sophisticated far-reaching problems. Job hard- engineer, collaborate, help teams grow deliver agile commercial solutions. Supporting information security & risk activities, specific Information Security Engineering, use information technology unique innovate ways. Managing implementation application relevant operating processes procedures ensure activities adhere standards. Developing strong  relationships, drive initiatives, managing third party service providers. ability influence inspire change positive impactful way strength. surprise safety people customers highest priority, foster culture operational safety ensure enhance improve digital security. right , expertise  succeed.   Information Security Good cloud platform knowledge (AWS/Azure others) security. Serverless cloud technologies: Azure Functions, AWS Lambda.  stream processing tools (Spark structured streaming, Azure Stream Analytics, Storm, etc). Good understanding data technologies, relational data structures Knowledge big data technologies like Hadoop, MapReduce, Hive, Pig Apache Spark. Data pipelines associated CICD processes Strong programming  (Python Java) Understanding legal regulations surrounding global privacy legislation control protect data Knowledge Access authentication patterns like OAUTH SAML, Security controls Standards like ISO 27001 NIST COBIT We're interested  Great stakeholder management, flexibility, agility ability respond effectively changing environments naturally empower people – getting basics right, quality conversations recognition ongoing performance feedback. develop, coach, mentor inspire others. create environment people listen speak openly, everyone understand learn. embrace culture change agility, evolving continuously, adapting changing world. apply judgment common sense scale – use insight judgment deliver commercially sound, efficient pragmatic solutions respond situations arise. Information Security external accreditation given– e.g. CISM, GICSP, CISSP, M.Inst.ISP). support hold accreditation within 12 months taking . Bp, Provide Following Environment &  Working Us, deploying integrated capability standards service net zero ‎safety ambitions driving digital transformation pioneering   models collaborating deliver competitive customer-focused energy solutions originating, scaling commercialising innovative ideas, creating ground-breaking  ‎businesses protecting us assuring management greatest physical digital risks Together Originators, builders, guardians disruptors Engineers, technologists, scientists entrepreneurs‎ Empathetic, curious, creative inclusive  Level "
26,N/A,"WELCOME KFC Welcome Kentucky Fried Chicken. world famous chicken restaurant brand started one cook, Colonel Harland Sanders, created finger lickin’ good recipe 75 years ago, list secret herbs spices scratched back door kitchen. started travelling car different restaurants cooked fried chicken spot restaurant owners. age 65. owner liked chicken, would enter handshake agreement sell Colonel’s chicken. Legend Colonel Sanders heard 1009 “No’s” heard first yes. Colonel’s story still inspires us today. reminds us grit, perseverance, dedication ambition along hard  create success; regardless age come from. purpose employer empower people find secret recipe life too. ROLE Forming KFC Digital Tech Team, you’  across teams support development Digital products web app well integrations many external services. focus creating high quality, structured, reusable annotated code. 3+ years’  development proficient using third party open-source packages relevant code libraries. part  consisting Developers, Scrum Masters, QA’s, Devops Designers, able communicate departments, contribute ideas, innovate required. WE’D LOVE RELEVANT EXPERIENCE REQUIRED: Cloudformation exposure Excellent AWS knowledge AWS Serverless knowledge including: Step functions Lambda SQS SNS DynamoDB Serverless Framework Event driven methodologies  developing following design patterns developing backend systems Relational database knowledge including Postgresql NodeJS Automated testing via Jest Nice have: Akamai management Terraform PHP Bitbucket Pipelines automated deployment Cloudflare management Working Agile framework i.e. Scrum & Kanban Team player Good communication  (especially verbal) Positive can-do attitude Proactive afraid ask"
27,N/A,"Business Partner - Global Organisation. £65k plus Bonus + Package really exciting global organisation  Business Partner key player technology  transformation, common thread Business delivery teams.  candidates solid  analysis background moved Business Partner Business Relationship Manager   take 1st step type . Key responsibilities include – · Business/IT relationship serve ‘trusted advisor’ defined  stakeholders/ systems owners. · Accountable managing interface department respective functions, ensuring real understanding  objectives,  strategy,  strategy interdependencies. · Lead technology agenda lifecycle processes  ensure delivery  approved investment cases solutions · Build develop effective  relationships relevant directors  management  order become key decision maker strategic  issues. · relevant change portfolio  PMO define demand forecast relevant  sector; prioritise   identify low value unnecessary activity manage expectations appropriately. · Responsible collaborating  stakeholders develop annual budgets respective  areas. · Responsible facilitating solution concepts  cases  investments. · Create analyse relevant information develop recommendations presented  stakeholders. · Perform  analysis prepare recommendations support  plan creation. · Responsible providing input  cases, ensuring activities well defined, including  inputs dependencies · Act key liaison across functional areas, including  units, information technology department, outside vendors. · Possess broad knowledge technical  resources use effectively coordinate  members external resources. · Working within wider CR  ensure right decisions made CR prioritisation resources delivery change. · Collaborate architecture operations teams ensure solution compatibility company standards. · Accountable provision high-quality professional advice, articulating practical risks  impacts · Share best practice Business Partners function.   following areas – · wide exposure portfolio management, prioritisations delivery · passion delivering value Information Technology  change ·  setting achieving targets producing  high quality agreed deadlines budgets · Extensive  relationship stakeholder management  levels across diverse  environment · Strong desire innovation adaptable come gain agreement  value adding  solutions · Analyses situations looks broader picture; looks beyond  department take global view issues appropriate · Possess strong analytical , including understanding  economics financial resources. · Innovates create deliver value meet needs organisation, market clients · Uses right resources across organisation ensure sound judgement situations impact region,  client · Leads service culture; ensures customer/client heart everything  · Understands translates key drivers capabilities   performance · Constantly focuses global implications activities applies activities, solutions collaborations great time  highly progressive dynamic organisation career development opportunities key focus. return offering competitive starting salary great "
28,N/A,"Ready Enterprise career industry leader holder Microsoft’s Highest Level Partner Status? transformational secure cloud services enable organisations including: Natwest, Ministry Justice, Barclays & Co-operative maximise digital ROI. expertise field  grow Professional Services product group amongst existing  customer acquisition. competitive salary, comprehensive "
29,N/A,"MoM Data Specialist Royston, Hertfordshire – Flexible Working Permanent Competitive Package £81K Circa. 62K Base  + Bonus + Pension "
30,N/A,"experienced animal technician    ASAP?\ N look further, Experienced Animal Technician  arisen. currently seeking hardworking, motivated candidates  busy successful facility dedicated care welfare animals.\ N  entail?\ N excellent  someone    i...\ N job originallyposted "
0,Data Engineer,"Nationwide recently launched  data strategy transform way society thinks about, values manages data. part  strategy data & analytics community, specifically, data solutions  number exciting  s help deliver promises reducing number legacy data stores, simplifying architectural landscape treating data valued asset.  focus delivering data within SAS toolset support  generating compelling insight value Society, helping establish in-house engineering capability active part driving forwards data analytics strategy society. Combining accountabilities delivery, continuous improvement automation, exciting   provide   within existing data warehouse part SAS Business Intelligence platform along cutting-edge technologies, industry leading vendors help shape drive next phase strategy execution. You’ Reporting  Manager Data Engineering, lead small  engineers responsible implementation data solutions onto SAS platform support strategy objective simplifying data landscape delivery insight innovation. Working directly  stakeholders drive best practise, innovation, automation industrialisation complex strategic initiatives alongside smaller user driven demand. Working data governance teams wider D&A community ensure data remains secure, well managed fully governed help drive increased adoption data solutions across enterprise. need people   within similar SAS data warehouse environment – could gained company  sector – significant   within change control environment SAS Data Integration Studio. Minimum Requirement You’ Significant   data warehouse delivery gained mix industry sectors including: Strong  full information management lifecycle embedding data governance principles within data management change controlled environment. strong leader deep SAS technical understanding required lead  engineers alongside providing technical direction; SAS certification preferred. technical innovator curious mindset thirst knowledge Working hand hand  teams, excellent stakeholder management influencing . Would Nice Also   Agile environment using SCRUM/Kanban Hands-on   within DevOps environment  financial sector part career date extras you’ get people’s success isn’t based long spend desk. you’ contracted hours, want offer flexible environment possible. might  home, logging offices across UK,  part time compressed hours. sorts employee "
1,Data Engineer,"Product Designer - UI / £60,000 - £80,000 + Unlimited Holiday! / Central London  tackle gnarly data problems, reshaping UI overall , brightest minds around you!  within one best start-ups come London. recently received £30m funding securing top financial institutes clients, require UI focused Product Designer evolve platform. Responsibilities: Working cross-functional  Product, Front End Engineers Stakeholders Designing Enterprise web applications handle large data processes Creating product mock-ups prototypes Refining visual consistency across features engineers develop style guides Focus product direction, visuals  Understand users’ daily use analytics platform (built Machine Learning algorithms) main focus understand data traffic manipulated analytics platform order keep UI cutting-edge. building wireframes, test functionality user journeys relay Software Engineers.  design focussed, offering freedom opinions, ideas, efficiency evolving award-winning platform necessary. Requirements: 5+ years Product UI design   creating detailed deliverables: Wireframing / Personas / User Journeys / Sketches / Prototypes / User Flows   Mobile, Web Software applications Understanding Responsive Web Design Implementation principles  using design wireframing tools like Sketch / Photoshop / Illustrator / OmniGraffle / InVision / Axure User Interface User Centric Design methodologies also comfortable  data, gathering analysis design presentation   Agile environment miss   intelligent, like-minded engineers! Product / UX / UI / Web / Designer / Wireframing / Personas / User Journeys / Sketches / Prototypes / User Flows / Greenfield / Front End / Front-End / Software / Engineer / Developer / Program / Mobile / Prototype / Axure / Sketch / Invision / Adobe / Agile / CICD / CI / CD / React / ReactJS / JavaScript / Fintech / Bank / Financial / UCD / User Interface / Design / Product / Scrum / London / Central London"
2,Data Engineer,"Data engineering  finance.  company global financial institution, operating 30 markets including : asset management, investment banking renewables development.   Data Engineer Data analytics  ,  modern platform, still preliminary stages development. contribute ongoing evolution platform keeping date modern technologies implementing platform using engineering best practises. develop analytic supporting solutions areas . must succeed  building data pipelines  Spark Proficiency one Java, Python, Scala, Bash technology use: Grafana, Presto, Docker, Kubernetes, Airflow, AWS, Prometheus many more. get return competitive salary  architectural input cutting edge data platform. greenfield brownfield opportunities. need interested , click 'apply now' forward up-to-date copy CV, connect Dominic Trainor Linkedin job quite right   position, please contact us confidential discussion career. Hays Specialist Recruitment Limited acts employment agency permanent recruitment employment  supply temporary  applying job accept T&C's, Privacy Policy Disclaimers found hays.co.uk"
3,Data Engineer,"Data Engineer (Tech stack: Data Engineer, SQL Server, T-SQL, SSRS, SSIS, NoSQL, Couchbase, Elasticsearch, AWS, Azure, Google DataStudio., Programmer, Developer, Architect, Data Engineer) client global innovator builds software products apps defining way individuals teams  today. make easy users achieve personal professional goals ultimately 'a better you' home, office, everywhere between. nearly 500 employees growing,  Data Engineer  global ! keen hear Data Engineer candidates  following (full training provided fill gaps skill set): SQL Server, T-SQL, SSRS, SSIS, NoSQL, Couchbase, Elasticsearch, AWS, Azure Google DataStudio. company quick recognize talent keen nurture develop it, career company go far ambitions take you. CTO Asian operations started life  Engineer San Francisco offices 2 years ago! employees eligible visit  international offices twice year. company cover cost travel lodging two week period. Data Engineer positions come following "
4,Data Engineer,"Methods Analytics currently recruiting Data Engineer   permanent basis.  require flexibility travel client sites, expected based London, Sheffield Bristol. Please note due current COVID restrictions  remote  restrictions lifted. Methods Analytics Methods Analytics provide strategic operational intelligence concerning activity, quality safety Healthcare services.  comprised highly qualified experienced information analytics specialists. focus healthcare market UK, however, also  wide range public private sector clients including local central government. deliver actionable knowledge population provision, activity outcomes public, commissioners, providers, policy makers commercial organisations.  helps base decisions comparable transparent intelligence. use wide range information sources tools ensure information robust, evidence based,  closely stakeholders public understand type intelligence need us. strong track record recognised one pioneers innovators ""Open"" thinking within UK public sector. passionate providing impartial pragmatic advice -we aim reduce risk create simple enabling structures improve quality efficiency Healthcare UK. Requirements Data Engineer Work members delivery  across mix large small projects responsible translating data valuable insights inform decisions small large transformation projects programmes. Responsible identifying using appropriate analytical techniques, developing fit-for-purpose, resilient, scalable future-proof data services meet user needs design write iterate code prototype production-ready. Involve communicating effectively across organisational, technical political boundaries understand context make complex technical information language simple accessible non-technical audiences. Work  Data Engineer support growth development  Produce data models understand use different types data models. Ideal Candidates demonstrate  NoSQL type environments, Data Lakes, Lake-Houses (Cassandra, MongoDB Neptune) T-SQL Development  including debugging & troubleshooting Big Data Frameworks , Hadoop Apache Spark ability translate  requirements technical specifications Programmed Python, Scala Java  Relational Database Data Warehousing  SQL Server and/or Azure SQL  processing large volumes structured/semi-structured data (mainly CSV/JSON) Knowledge data cleaning, wrangling, visualization reporting, understanding best, efficient use associated tools applications complete tasks good understanding Data Governance principles safe handling processing Personal Identifiable Data DevOps , using Git, CI/CD Unit Testing Understanding distributed computing, columnar type databases, partitioning, map reduction cloud based , preferably AWS and/or Azure attention detail ability QA  member's  Understanding expose data systems (for example, APIs), link data multiple systems deliver streaming services. Know ensure risks associated deployment adequately understood documented. Desirable Skills &  Streaming real-time data Knowledge statistics principles necessary interpret data apply models. example, knowledge errors confidence intervals understand whether relation seen data real. Exposure high performing, low latency large volume data systems (i.e. 1 billion+ records, terabyte size database) Exposure iterative/agile development methodologies SCRUM  SQL Server Integration Services (SSIS) solid Relational Database design  eye performance optimisation  ETL Infrastructure, Azure Data Factory / SSIS, SQL (On-prem/Cloud),  Analytical/Reporting SQL (On-prem/Cloud), Analysis Services / Tabular Data Model, Power BI/Tableau/T-SQL Knowledge health related data, especially Public Health COVID-19 related  joining us expect Autonomy develop grow   part exciting project  making difference society Strong, inspiring thought-provoking leadership supportive collaborative environment well this, offer Development access LinkedIn Learning, management development programme training Wellness 24/7 Confidential employee assistance programme Social - office parties, pizza Friday commitment charitable causes Time 25  year Commission Scheme Pension  Exchange Scheme 4% employer contribution 5% employee contribution Discretionary Company Bonus based company individual performance Life Assurance 4 times base salary Private Medical Insurance non-contributory (spouse dependants included) Worldwide Travel Insurance non-contributory (spouse dependants included)"
5,Data Engineer,"DATA ENGINEER FULLY REMOTE £60,000 - £80,000 Harnham partnered global technology start-up  hire Data Engineer take ownership creation greenfield data platform. COMPANY: company built video content subscription service catering fitness world. subscription provides personalised video, audio written content help improve & maintain users mental health physical fitness.  expand following successful funding round & newly launched data initiative important aspect this. ROLE: Leading design implementation greenfield cloud hosted data platform Creating Python data pipelines orchestrating using Airflow Developing streaming solution using Kafka Kinesis Stakeholder management across Data Science & Analytics ensure platform suited end uses cases EXPERIENCE:   early stage data platform previously project greenfield Knowledge Cloud Technologies (the client cloud agnostic  use AWS) Python programming  (TDD, OOP, Unit Testing)  fully remote - desire WFH important APPLY: Please register interest sending CV William Wrigley via apply link page. (The company outlined fully remote interview process remote on-boarding policy place)."
